GT0-10-1_S127_L001.singles.fastq:1734
GT0-10-2_S135_L001.singles.fastq:1260
GT0-10-3_S143_L001.singles.fastq:2064
GT0-11-1_S151_L001.singles.fastq:1718
GT0-11-2_S159_L001.singles.fastq:1027
GT0-11-3_S167_L001.singles.fastq:1931
GT0-1-1_S7_L001.singles.fastq:1114
GT0-12-1_S175_L001.singles.fastq:449
GT0-12-2_S183_L001.singles.fastq:1761
GT0-12-3_S191_L001.singles.fastq:1554
GT0-1-2_S15_L001.singles.fastq:993
GT0-13-1_S104_L001.singles.fastq:1693
GT0-13-2_S112_L001.singles.fastq:707
GT0-13-3_S120_L001.singles.fastq:2191
GT0-1-3_S23_L001.singles.fastq:1705
GT0-14-1_S128_L001.singles.fastq:2786
GT0-14-2_S136_L001.singles.fastq:1112
GT0-14-3_S144_L001.singles.fastq:1560
GT0-15-1_S152_L001.singles.fastq:1818
GT0-15-2_S160_L001.singles.fastq:1379
GT0-15-3_S168_L001.singles.fastq:2185
GT0-16-1_S176_L001.singles.fastq:1802
GT0-16-2_S184_L001.singles.fastq:2719
GT0-16-3_S192_L001.singles.fastq:606
GT0-17-1_S199_L001.singles.fastq:1724
GT0-17-2_S207_L001.singles.fastq:1976
GT0-17-3_S215_L001.singles.fastq:907
GT0-18-1_S223_L001.singles.fastq:767
GT0-18-2_S231_L001.singles.fastq:1032
GT0-18-3_S239_L001.singles.fastq:1279
GT0-19-1_S247_L001.singles.fastq:1631
GT0-19-2_S255_L001.singles.fastq:1352
GT0-19-3_S263_L001.singles.fastq:2255
GT0-20-1_S271_L001.singles.fastq:2
GT0-20-2_S279_L001.singles.fastq:2578
GT0-20-3_S287_L001.singles.fastq:1098
GT0-21-1_S200_L001.singles.fastq:1038
GT0-21-2_S208_L001.singles.fastq:1557
GT0-21-3_S216_L001.singles.fastq:934
GT0-2-1_S31_L001.singles.fastq:2477
GT0-22-1_S224_L001.singles.fastq:1523
GT0-22-2_S232_L001.singles.fastq:1158
GT0-22-3_S240_L001.singles.fastq:2145
GT0-2-2_S39_L001.singles.fastq:1055
GT0-23-1_S248_L001.singles.fastq:2473
GT0-23-2_S256_L001.singles.fastq:1938
GT0-23-3_S264_L001.singles.fastq:1346
GT0-2-3_S47_L001.singles.fastq:1205
GT0-24-1_S272_L001.singles.fastq:1667
GT0-24-2_S280_L001.singles.fastq:1711
GT0-24-3_S288_L001.singles.fastq:1142
GT0-3-1_S55_L001.singles.fastq:2591
GT0-3-2_S63_L001.singles.fastq:2119
GT0-3-3_S71_L001.singles.fastq:1050
GT0-4-1_S79_L001.singles.fastq:1448
GT0-4-2_S87_L001.singles.fastq:1881
GT0-4-3_S95_L001.singles.fastq:3338
GT0-5-1_S8_L001.singles.fastq:721
GT0-5-2_S16_L001.singles.fastq:1220
GT0-5-3_S24_L001.singles.fastq:1056
GT0-6-1_S32_L001.singles.fastq:436
GT0-6-2_S40_L001.singles.fastq:1259
GT0-6-3_S48_L001.singles.fastq:979
GT0-7-1_S56_L001.singles.fastq:3005
GT0-7-2_S64_L001.singles.fastq:3455
GT0-7-3_S72_L001.singles.fastq:2221
GT0-8-1_S80_L001.singles.fastq:1
GT0-8-2_S88_L001.singles.fastq:2353
GT0-8-3_S96_L001.singles.fastq:732
GT0-9-1_S103_L001.singles.fastq:1610
GT0-9-2_S111_L001.singles.fastq:1359
GT0-9-3_S119_L001.singles.fastq:1774
GT1-10-1_S219_L001.singles.fastq:512
GT1-10-2_S227_L001.singles.fastq:1176
GT1-10-3_S235_L001.singles.fastq:1054
GT1-11-1_S243_L001.singles.fastq:107
GT1-11-2_S251_L001.singles.fastq:657
GT1-11-3_S259_L001.singles.fastq:156
GT1-1-1_S193_L001.singles.fastq:2713
GT1-12-1_S267_L001.singles.fastq:1053
GT1-12-2_S275_L001.singles.fastq:174
GT1-12-3_S283_L001.singles.fastq:490
GT1-1-2_S201_L001.singles.fastq:2184
GT1-13-1_S196_L001.singles.fastq:253
GT1-13-2_S204_L001.singles.fastq:635
GT1-13-3_S212_L001.singles.fastq:598
GT1-1-3_S209_L001.singles.fastq:600
GT1-14-1_S220_L001.singles.fastq:539
GT1-14-2_S228_L001.singles.fastq:303
GT1-14-3_S236_L001.singles.fastq:62
GT1-15-1_S244_L001.singles.fastq:198
GT1-15-2_S252_L001.singles.fastq:616
GT1-15-3_S260_L001.singles.fastq:611
GT1-16-1_S268_L001.singles.fastq:738
GT1-16-2_S276_L001.singles.fastq:290
GT1-16-3_S284_L001.singles.fastq:805
GT1-17-1_S197_L001.singles.fastq:2025
GT1-17-2_S205_L001.singles.fastq:858
GT1-17-3_S213_L001.singles.fastq:675
GT1-18-1_S221_L001.singles.fastq:1616
GT1-18-2_S229_L001.singles.fastq:935
GT1-18-3_S237_L001.singles.fastq:190
GT1-19-1_S245_L001.singles.fastq:141
GT1-19-2_S253_L001.singles.fastq:1084
GT1-19-3_S261_L001.singles.fastq:1012
GT1-20-1_S269_L001.singles.fastq:698
GT1-20-2_S277_L001.singles.fastq:471
GT1-20-3_S285_L001.singles.fastq:181
GT1-21-1_S198_L001.singles.fastq:2748
GT1-21-2_S206_L001.singles.fastq:93
GT1-21-3_S214_L001.singles.fastq:340
GT1-2-1_S217_L001.singles.fastq:1869
GT1-22-1_S222_L001.singles.fastq:2447
GT1-22-2_S230_L001.singles.fastq:1549
GT1-22-3_S238_L001.singles.fastq:574
GT1-2-2_S225_L001.singles.fastq:2037
GT1-23-1_S246_L001.singles.fastq:647
GT1-23-2_S254_L001.singles.fastq:1300
GT1-23-3_S262_L001.singles.fastq:806
GT1-2-3_S233_L001.singles.fastq:750
GT1-24-1_S270_L001.singles.fastq:487
GT1-24-2_S278_L001.singles.fastq:2115
GT1-24-3_S286_L001.singles.fastq:275
GT1-3-1_S241_L001.singles.fastq:132
GT1-3-2_S249_L001.singles.fastq:1348
GT1-3-3_S257_L001.singles.fastq:243
GT1-4-1_S265_L001.singles.fastq:267
GT1-4-2_S273_L001.singles.fastq:339
GT1-4-3_S281_L001.singles.fastq:866
GT1-5-1_S194_L001.singles.fastq:2570
GT1-5-2_S202_L001.singles.fastq:1160
GT1-5-3_S210_L001.singles.fastq:901
GT1-6-1_S218_L001.singles.fastq:1574
GT1-6-2_S226_L001.singles.fastq:1500
GT1-6-3_S234_L001.singles.fastq:748
GT1-7-1_S242_L001.singles.fastq:111
GT1-7-2_S250_L001.singles.fastq:995
GT1-7-3_S258_L001.singles.fastq:246
GT1-8-1_S266_L001.singles.fastq:957
GT1-8-2_S274_L001.singles.fastq:653
GT1-8-3_S282_L001.singles.fastq:800
GT1-9-1_S195_L001.singles.fastq:747
GT1-9-2_S203_L001.singles.fastq:629
GT1-9-3_S211_L001.singles.fastq:512
GT3-10-1_S123_L001.singles.fastq:580
GT3-10-2_S131_L001.singles.fastq:505
GT3-10-3_S139_L001.singles.fastq:655
GT3-11-1_S147_L001.singles.fastq:1353
GT3-11-2_S155_L001.singles.fastq:1029
GT3-11-3_S163_L001.singles.fastq:678
GT3-1-1_S97_L001.singles.fastq:395
GT3-12-1_S171_L001.singles.fastq:929
GT3-12-2_S179_L001.singles.fastq:668
GT3-12-3_S187_L001.singles.fastq:548
GT3-1-2_S105_L001.singles.fastq:1131
GT3-13-1_S100_L001.singles.fastq:402
GT3-13-2_S108_L001.singles.fastq:214
GT3-13-3_S116_L001.singles.fastq:2842
GT3-1-3_S113_L001.singles.fastq:487
GT3-14-1_S124_L001.singles.fastq:503
GT3-14-2_S132_L001.singles.fastq:711
GT3-14-3_S140_L001.singles.fastq:461
GT3-15-1_S148_L001.singles.fastq:812
GT3-15-2_S156_L001.singles.fastq:594
GT3-15-3_S164_L001.singles.fastq:680
GT3-16-1_S172_L001.singles.fastq:397
GT3-16-2_S180_L001.singles.fastq:276
GT3-16-3_S188_L001.singles.fastq:538
GT3-17-1_S101_L001.singles.fastq:1641
GT3-17-2_S109_L001.singles.fastq:720
GT3-17-3_S117_L001.singles.fastq:744
GT3-18-1_S125_L001.singles.fastq:2368
GT3-18-2_S133_L001.singles.fastq:581
GT3-18-3_S141_L001.singles.fastq:2027
GT3-19-1_S149_L001.singles.fastq:848
GT3-19-2_S157_L001.singles.fastq:1008
GT3-19-3_S165_L001.singles.fastq:1360
GT3-20-1_S173_L001.singles.fastq:566
GT3-20-2_S181_L001.singles.fastq:482
GT3-20-3_S189_L001.singles.fastq:556
GT3-21-1_S102_L001.singles.fastq:2216
GT3-21-2_S110_L001.singles.fastq:2287
GT3-21-3_S118_L001.singles.fastq:938
GT3-2-1_S121_L001.singles.fastq:1260
GT3-22-1_S126_L001.singles.fastq:544
GT3-22-2_S134_L001.singles.fastq:1005
GT3-22-3_S142_L001.singles.fastq:972
GT3-2-2_S129_L001.singles.fastq:1005
GT3-23-1_S150_L001.singles.fastq:844
GT3-23-2_S158_L001.singles.fastq:863
GT3-23-3_S166_L001.singles.fastq:2910
GT3-2-3_S137_L001.singles.fastq:2287
GT3-24-1_S174_L001.singles.fastq:413
GT3-24-2_S182_L001.singles.fastq:572
GT3-24-3_S190_L001.singles.fastq:563
GT3-3-1_S145_L001.singles.fastq:678
GT3-3-2_S153_L001.singles.fastq:578
GT3-3-3_S161_L001.singles.fastq:1930
GT3-4-1_S169_L001.singles.fastq:388
GT3-4-2_S177_L001.singles.fastq:597
GT3-4-3_S185_L001.singles.fastq:477
GT3-5-1_S98_L001.singles.fastq:1707
GT3-5-2_S106_L001.singles.fastq:559
GT3-5-3_S114_L001.singles.fastq:616
GT3-6-1_S122_L001.singles.fastq:1533
GT3-6-2_S130_L001.singles.fastq:488
GT3-6-3_S138_L001.singles.fastq:1740
GT3-7-1_S146_L001.singles.fastq:668
GT3-7-2_S154_L001.singles.fastq:910
GT3-7-3_S162_L001.singles.fastq:2083
GT3-8-1_S170_L001.singles.fastq:507
GT3-8-2_S178_L001.singles.fastq:552
GT3-8-3_S186_L001.singles.fastq:530
GT3-9-1_S99_L001.singles.fastq:376
GT3-9-2_S107_L001.singles.fastq:2172
GT3-9-3_S115_L001.singles.fastq:1506
MT0-10-1_S315_L001.singles.fastq:806
MT0-10-3_S331_L001.singles.fastq:780
MT0-11-1_S339_L001.singles.fastq:854
MT0-11-2_S347_L001.singles.fastq:803
MT0-11-3_S355_L001.singles.fastq:1023
MT0-1-1_S289_L001.singles.fastq:660
MT0-12-1_S363_L001.singles.fastq:940
MT0-12-2_S371_L001.singles.fastq:953
MT0-12-3_S379_L001.singles.fastq:574
MT0-13-1_S292_L001.singles.fastq:880
MT0-13-2_S300_L001.singles.fastq:900
MT0-13-3_S308_L001.singles.fastq:822
MT0-1-3_S305_L001.singles.fastq:1393
MT0-14-1_S316_L001.singles.fastq:682
MT0-14-3_S332_L001.singles.fastq:989
MT0-15-1_S340_L001.singles.fastq:692
MT0-15-2_S348_L001.singles.fastq:848
MT0-15-3_S356_L001.singles.fastq:727
MT0-16-1_S364_L001.singles.fastq:994
MT0-16-2_S372_L001.singles.fastq:921
MT0-16-3_S380_L001.singles.fastq:566
MT0-17-1_S293_L001.singles.fastq:2429
MT0-17-2_S301_L001.singles.fastq:1034
MT0-17-3_S309_L001.singles.fastq:1392
MT0-18-1_S317_L001.singles.fastq:1025
MT0-18-2_S325_L001.singles.fastq:621
MT0-18-3_S333_L001.singles.fastq:905
MT0-19-1_S341_L001.singles.fastq:969
MT0-19-2_S349_L001.singles.fastq:829
MT0-19-3_S357_L001.singles.fastq:538
MT0-20-1_S365_L001.singles.fastq:1877
MT0-20-2_S373_L001.singles.fastq:1204
MT0-20-3_S381_L001.singles.fastq:725
MT0-21-1_S294_L001.singles.fastq:1140
MT0-21-2_S302_L001.singles.fastq:895
MT0-21-3_S310_L001.singles.fastq:961
MT0-2-1_S313_L001.singles.fastq:560
MT0-22-1_S318_L001.singles.fastq:1186
MT0-22-3_S334_L001.singles.fastq:1718
MT0-2-2_S321_L001.singles.fastq:647
MT0-23-1_S342_L001.singles.fastq:1038
MT0-23-2_S350_L001.singles.fastq:999
MT0-23-3_S358_L001.singles.fastq:1225
MT0-2-3_S329_L001.singles.fastq:836
MT0-24-1_S366_L001.singles.fastq:1072
MT0-24-2_S374_L001.singles.fastq:1271
MT0-24-3_S382_L001.singles.fastq:906
MT0-3-1_S337_L001.singles.fastq:743
MT0-3-3_S353_L001.singles.fastq:1660
MT0-4-2_S369_L001.singles.fastq:788
MT0-5-1_S290_L001.singles.fastq:1334
MT0-5-2_S298_L001.singles.fastq:1028
MT0-5-3_S306_L001.singles.fastq:1160
MT0-6-1_S314_L001.singles.fastq:761
MT0-6-2_S322_L001.singles.fastq:1118
MT0-6-3_S330_L001.singles.fastq:502
MT0-7-1_S338_L001.singles.fastq:981
MT0-7-2_S346_L001.singles.fastq:2096
MT0-7-3_S354_L001.singles.fastq:1383
MT0-8-1_S362_L001.singles.fastq:1323
MT0-8-2_S370_L001.singles.fastq:1089
MT0-8-3_S378_L001.singles.fastq:1080
MT0-9-1_S291_L001.singles.fastq:804
MT0-9-2_S299_L001.singles.fastq:775
MT1-10-1_S219_L001.singles.fastq:891
MT1-10-2_S227_L001.singles.fastq:816
MT1-10-3_S235_L001.singles.fastq:815
MT1-11-1_S243_L001.singles.fastq:1047
MT1-11-2_S251_L001.singles.fastq:876
MT1-11-3_S259_L001.singles.fastq:1086
MT1-1-1_S193_L001.singles.fastq:691
MT1-12-1_S267_L001.singles.fastq:706
MT1-12-2_S275_L001.singles.fastq:1168
MT1-12-3_S283_L001.singles.fastq:813
MT1-1-2_S201_L001.singles.fastq:875
MT1-13-1_S196_L001.singles.fastq:1497
MT1-13-2_S204_L001.singles.fastq:648
MT1-13-3_S212_L001.singles.fastq:1158
MT1-1-3_S209_L001.singles.fastq:1819
MT1-14-1_S220_L001.singles.fastq:905
MT1-14-2_S228_L001.singles.fastq:1210
MT1-14-3_S236_L001.singles.fastq:899
MT1-15-1_S244_L001.singles.fastq:1467
MT1-15-2_S252_L001.singles.fastq:1883
MT1-15-3_S260_L001.singles.fastq:1452
MT1-16-1_S268_L001.singles.fastq:1107
MT1-16-2_S276_L001.singles.fastq:1206
MT1-16-3_S284_L001.singles.fastq:887
MT1-17-1_S197_L001.singles.fastq:1608
MT1-17-2_S205_L001.singles.fastq:1482
MT1-17-3_S213_L001.singles.fastq:1500
MT1-18-1_S221_L001.singles.fastq:1826
MT1-18-2_S229_L001.singles.fastq:1560
MT1-18-3_S237_L001.singles.fastq:1378
MT1-19-1_S245_L001.singles.fastq:1402
MT1-19-2_S253_L001.singles.fastq:1385
MT1-19-3_S261_L001.singles.fastq:1680
MT1-20-1_S269_L001.singles.fastq:1768
MT1-20-2_S277_L001.singles.fastq:1145
MT1-20-3_S285_L001.singles.fastq:1287
MT1-21-1_S198_L001.singles.fastq:1443
MT1-21-2_S206_L001.singles.fastq:1296
MT1-21-3_S214_L001.singles.fastq:1252
MT1-2-1_S217_L001.singles.fastq:1089
MT1-22-1_S222_L001.singles.fastq:1692
MT1-22-2_S230_L001.singles.fastq:1330
MT1-22-3_S238_L001.singles.fastq:1043
MT1-2-2_S225_L001.singles.fastq:1306
MT1-23-1_S246_L001.singles.fastq:1181
MT1-23-2_S254_L001.singles.fastq:1224
MT1-23-3_S262_L001.singles.fastq:1475
MT1-2-3_S233_L001.singles.fastq:2030
MT1-24-1_S270_L001.singles.fastq:2102
MT1-24-2_S278_L001.singles.fastq:1571
MT1-24-3_S286_L001.singles.fastq:1046
MT1-3-1_S241_L001.singles.fastq:733
MT1-3-2_S249_L001.singles.fastq:797
MT1-3-3_S257_L001.singles.fastq:1867
MT1-4-1_S265_L001.singles.fastq:1089
MT1-4-2_S273_L001.singles.fastq:836
MT1-4-3_S281_L001.singles.fastq:828
MT1-5-1_S194_L001.singles.fastq:1358
MT1-5-2_S202_L001.singles.fastq:1538
MT1-5-3_S210_L001.singles.fastq:1721
MT1-6-1_S218_L001.singles.fastq:1232
MT1-6-2_S226_L001.singles.fastq:1217
MT1-6-3_S234_L001.singles.fastq:971
MT1-7-1_S242_L001.singles.fastq:1449
MT1-7-2_S250_L001.singles.fastq:1029
MT1-7-3_S258_L001.singles.fastq:768
MT1-8-1_S266_L001.singles.fastq:1477
MT1-8-2_S274_L001.singles.fastq:930
MT1-8-3_S282_L001.singles.fastq:1108
MT1-9-1_S195_L001.singles.fastq:1530
MT1-9-2_S203_L001.singles.fastq:1324
MT1-9-3_S211_L001.singles.fastq:1196
MT3-10-1_S319_L001.singles.fastq:1048
MT3-10-3_S335_L001.singles.fastq:895
MT3-11-1_S343_L001.singles.fastq:1164
MT3-11-2_S351_L001.singles.fastq:901
MT3-11-3_S359_L001.singles.fastq:1125
MT3-1-1_S199_L001.singles.fastq:1333
MT3-12-1_S367_L001.singles.fastq:1120
MT3-12-2_S375_L001.singles.fastq:1245
