GT0-10-1_S127_L001.singles.fastq:304
GT0-10-2_S135_L001.singles.fastq:302
GT0-10-3_S143_L001.singles.fastq:393
GT0-11-1_S151_L001.singles.fastq:366
GT0-11-2_S159_L001.singles.fastq:306
GT0-11-3_S167_L001.singles.fastq:501
GT0-1-1_S7_L001.singles.fastq:383
GT0-12-1_S175_L001.singles.fastq:110
GT0-12-2_S183_L001.singles.fastq:400
GT0-12-3_S191_L001.singles.fastq:377
GT0-1-2_S15_L001.singles.fastq:324
GT0-13-1_S104_L001.singles.fastq:502
GT0-13-2_S112_L001.singles.fastq:229
GT0-13-3_S120_L001.singles.fastq:566
GT0-1-3_S23_L001.singles.fastq:554
GT0-14-1_S128_L001.singles.fastq:647
GT0-14-2_S136_L001.singles.fastq:338
GT0-14-3_S144_L001.singles.fastq:425
GT0-15-1_S152_L001.singles.fastq:492
GT0-15-2_S160_L001.singles.fastq:393
GT0-15-3_S168_L001.singles.fastq:722
GT0-16-1_S176_L001.singles.fastq:600
GT0-16-2_S184_L001.singles.fastq:847
GT0-16-3_S192_L001.singles.fastq:161
GT0-17-1_S199_L001.singles.fastq:698
GT0-17-2_S207_L001.singles.fastq:615
GT0-17-3_S215_L001.singles.fastq:309
GT0-18-1_S223_L001.singles.fastq:230
GT0-18-2_S231_L001.singles.fastq:303
GT0-18-3_S239_L001.singles.fastq:399
GT0-19-1_S247_L001.singles.fastq:515
GT0-19-2_S255_L001.singles.fastq:534
GT0-19-3_S263_L001.singles.fastq:923
GT0-20-1_S271_L001.singles.fastq:2
GT0-20-2_S279_L001.singles.fastq:856
GT0-20-3_S287_L001.singles.fastq:390
GT0-21-1_S200_L001.singles.fastq:402
GT0-21-2_S208_L001.singles.fastq:468
GT0-21-3_S216_L001.singles.fastq:302
GT0-2-1_S31_L001.singles.fastq:647
GT0-22-1_S224_L001.singles.fastq:401
GT0-22-2_S232_L001.singles.fastq:327
GT0-22-3_S240_L001.singles.fastq:486
GT0-2-2_S39_L001.singles.fastq:353
GT0-23-1_S248_L001.singles.fastq:617
GT0-23-2_S256_L001.singles.fastq:629
GT0-23-3_S264_L001.singles.fastq:415
GT0-2-3_S47_L001.singles.fastq:318
GT0-24-1_S272_L001.singles.fastq:482
GT0-24-2_S280_L001.singles.fastq:562
GT0-24-3_S288_L001.singles.fastq:368
GT0-3-1_S55_L001.singles.fastq:812
GT0-3-2_S63_L001.singles.fastq:669
GT0-3-3_S71_L001.singles.fastq:335
GT0-4-1_S79_L001.singles.fastq:519
GT0-4-2_S87_L001.singles.fastq:577
GT0-4-3_S95_L001.singles.fastq:993
GT0-5-1_S8_L001.singles.fastq:204
GT0-5-2_S16_L001.singles.fastq:348
GT0-5-3_S24_L001.singles.fastq:263
GT0-6-1_S32_L001.singles.fastq:119
GT0-6-2_S40_L001.singles.fastq:372
GT0-6-3_S48_L001.singles.fastq:282
GT0-7-1_S56_L001.singles.fastq:790
GT0-7-2_S64_L001.singles.fastq:870
GT0-7-3_S72_L001.singles.fastq:648
GT0-8-1_S80_L001.singles.fastq:3
GT0-8-2_S88_L001.singles.fastq:579
GT0-8-3_S96_L001.singles.fastq:187
GT0-9-1_S103_L001.singles.fastq:393
GT0-9-2_S111_L001.singles.fastq:296
GT0-9-3_S119_L001.singles.fastq:342
GT1-10-1_S219_L001.singles.fastq:178
GT1-10-2_S227_L001.singles.fastq:324
GT1-10-3_S235_L001.singles.fastq:338
GT1-11-1_S243_L001.singles.fastq:24
GT1-11-2_S251_L001.singles.fastq:133
GT1-11-3_S259_L001.singles.fastq:52
GT1-1-1_S193_L001.singles.fastq:1390
GT1-12-1_S267_L001.singles.fastq:376
GT1-12-2_S275_L001.singles.fastq:61
GT1-12-3_S283_L001.singles.fastq:161
GT1-1-2_S201_L001.singles.fastq:671
GT1-13-1_S196_L001.singles.fastq:49
GT1-13-2_S204_L001.singles.fastq:164
