Samples:R1.bf.size:R1.bf.len:R2.bf.size:R2.bf.len:R1.af.size:R1.af.len:R2.af.size:R2.af.len:size.ovelap.avg:len.overlap.avg
GT1-12-1_S267_L001_Q_28 : 24215: 258.778: 24215: 256.972: 18113: 267.027: 18113: 196.369: 15355: 424.13
GT1-12-2_S275_L001_Q_28 : 5765: 260.89: 5765: 260.993: 4360: 276.269: 4360: 192.751: 3331: 432.324
GT0-2-1_S31_L001_Q_28 : 61572: 240.745: 61572: 241.18: 43697: 261.977: 43697: 195.37: 39107: 407.588
GT1-12-3_S283_L001_Q_28 : 21783: 252.656: 21783: 253.692: 15883: 283.288: 15883: 193.167: 12312: 420.023
GT0-22-1_S224_L001_Q_28 : 38159: 236.204: 38159: 237.976: 26039: 263.715: 26039: 194.291: 23184: 399.169
GT1-1-2_S201_L001_Q_28 : 56548: 237.957: 56548: 238.957: 39577: 260.237: 39577: 195.186: 35226: 403.031
GT0-22-2_S232_L001_Q_28 : 29503: 242.036: 29503: 243.228: 20543: 258.178: 20543: 191.898: 17604: 407.584
WT1-18_S140_L001_Q_28 : 44429: 191.501: 44429: 191.783: 22957: 268.101: 22957: 220.907: 19329: 428.139
GT1-13-1_S196_L001_Q_28 : 11578: 255.095: 11578: 256.777: 8644: 283.797: 8644: 192.375: 6486: 438.78
GT0-22-3_S240_L001_Q_28 : 49832: 247.917: 49832: 249.316: 36125: 261.157: 36125: 192.954: 31722: 394.458
WT1-19_S148_L001_Q_28 : 20834: 289.933: 20834: 290.155: 18584: 278.763: 18584: 222.461: 16167: 443.402
MT3-6-3_S240_L001_Q_28 : 30356: 283.745: 30356: 283.524: 26390: 281.412: 26390: 216.415: 24090: 440.156
GT1-13-2_S204_L001_Q_28 : 26654: 209.971: 26654: 212.86: 15839: 275.619: 15839: 194.958: 13506: 421.338
GT0-2-2_S39_L001_Q_28 : 30827: 236.296: 30827: 237.489: 20994: 262.327: 20994: 192.006: 18587: 407.167
WT1-1_S99_L001_Q_28 : 17050: 285.346: 17050: 285.498: 14719: 270.433: 14719: 222.74: 13592: 433.827
MT3-7-1_S248_L001_Q_28 : 22560: 266.395: 22560: 266.552: 18215: 281.157: 18215: 216.649: 16733: 439.586
GT1-13-3_S212_L001_Q_28 : 21921: 279.078: 21921: 280.088: 18236: 283.865: 18236: 192.09: 13382: 442.845
GT0-23-1_S248_L001_Q_28 : 64290: 226.073: 64290: 227.594: 41591: 260.467: 41591: 192.417: 36113: 400.744
WT1-20_S156_L001_Q_28 : 26053: 297.686: 26053: 298.115: 23862: 269.052: 23862: 219.814: 21433: 429.399
MT3-7-2_S256_L001_Q_28 : 27696: 250.012: 27696: 249.75: 20563: 281.498: 20563: 216.32: 18811: 439.375
GT1-1-3_S209_L001_Q_28 : 18728: 227.407: 18728: 234.404: 12761: 242.202: 12761: 180.211: 10837: 329.854
GT0-23-2_S256_L001_Q_28 : 55826: 239.12: 55826: 239.938: 38721: 262.289: 38721: 191.98: 34471: 407.469
WT1-21_S124_L001_Q_28 : 60009: 247.041: 60009: 247.52: 41081: 262.634: 41081: 209.093: 33610: 429.639
MT3-7-3_S264_L001_Q_28 : 22009: 258.092: 22009: 258.297: 17056: 281.405: 17056: 215.835: 15634: 438.65
GT1-14-1_S220_L001_Q_28 : 22202: 250.833: 22202: 252.295: 16136: 284.461: 16136: 192.686: 11774: 442.109
GT0-23-3_S264_L001_Q_28 : 35517: 249.472: 35517: 250.289: 25889: 262.644: 25889: 191.908: 23156: 407.534
WT1-22_S172_L001_Q_28 : 22581: 296.379: 22581: 296.835: 20467: 269.651: 20467: 218.304: 17628: 428.835
MT3-8-1_S272_L001_Q_28 : 33306: 271.033: 33306: 271.201: 27504: 281.738: 27504: 216.861: 25199: 439.961
GT1-14-2_S228_L001_Q_28 : 11088: 272.037: 11088: 261.643: 8385: 283.808: 8385: 192.901: 6255: 438.94
GT0-2-3_S47_L001_Q_28 : 31891: 213.958: 31891: 215.309: 19151: 270.107: 19151: 195.916: 16009: 398.898
WT1-23_S180_L001_Q_28 : 20520: 289.236: 20520: 289.896: 18101: 268.352: 18101: 218.494: 16121: 428.215
MT3-8-3_S288_L001_Q_28 : 28060: 261.364: 28060: 261.787: 22048: 282.719: 22048: 213.912: 20045: 439.541
GT0-24-1_S272_L001_Q_28 : 45670: 248.956: 45670: 249.588: 33374: 263.736: 33374: 193.163: 29736: 412.149
WT1-24_S188_L001_Q_28 : 21552: 286.262: 21552: 286.741: 18715: 268.629: 18715: 217.425: 16729: 427.563
MT3-9-2_S303_L001_Q_28 : 55061: 118.132: 55061: 117.864: 13945: 276.492: 13945: 213.27: 12828: 426.258
WT1-2_S107_L001_Q_28 : 23420: 294.849: 23420: 295.662: 21109: 268.108: 21109: 220.402: 18001: 428.508
MT3-9-3_S311_L001_Q_28 : 27690: 260.434: 27690: 260.335: 21658: 281.433: 21658: 215.694: 19864: 438.135
WT1-3_S115_L001_Q_28 : 17033: 296.546: 17033: 296.912: 15534: 275.215: 15534: 225.21: 14264: 437.844
WT0-10_S169_L001_Q_28 : 22202: 299.06: 22202: 299.19: 20490: 277.47: 20490: 224.244: 18112: 441.533
WT0-11_S177_L001_Q_28 : 20087: 297.911: 20087: 298.042: 18641: 279.561: 18641: 225.658: 16468: 444.31
GT0-10-1_S127_L001_Q_28 : 35090: 237.912: 35090: 238.964: 24423: 259.551: 24423: 196.133: 21380: 396.97
GT0-10-2_S135_L001_Q_28 : 31195: 239.519: 31195: 240.715: 21472: 259.159: 21472: 190.536: 18690: 400.947
GT0-10-3_S143_L001_Q_28 : 35429: 250.307: 35429: 253.285: 26201: 257.774: 26201: 195.477: 23519: 366.269
GT0-11-1_S151_L001_Q_28 : 37566: 248.039: 37566: 249.292: 27163: 257.809: 27163: 192.827: 23507: 399.107
GT0-11-2_S159_L001_Q_28 : 28291: 221.811: 28291: 222.7: 17692: 260.153: 17692: 192.457: 15437: 408.533
GT0-11-3_S167_L001_Q_28 : 48214: 235.643: 48214: 236.485: 32439: 254.862: 32439: 189.411: 27786: 401.784
GT0-1-1_S7_L001_Q_28 : 31312: 227.83: 31312: 228.72: 20583: 261.429: 20583: 193.68: 18347: 406.778
GT0-12-1_S175_L001_Q_28 : 9601: 233.163: 9601: 236.322: 6455: 258.305: 6455: 194.477: 5737: 372.571
GT0-12-2_S183_L001_Q_28 : 40438: 248.355: 40438: 249.525: 29204: 257.923: 29204: 191.268: 25030: 407.266
MT3-19-1_S55_L001_Q_28 : 30348: 246.109: 30348: 246.294: 22227: 280.337: 22227: 215.508: 20332: 436.469
MT3-19-2_S63_L001_Q_28 : 31523: 204.848: 31523: 205.909: 18220: 280.652: 18220: 214.997: 16677: 434.01
MT1-5-3_S210_L001_Q_28 : 69988: 196.403: 69988: 151.209: 25508: 244.565: 25508: 199.734: 23638: 345.158
MT3-19-3_S71_L001_Q_28 : 27720: 244.88: 27720: 244.993: 20067: 281.854: 20067: 215.422: 18440: 437.897
MT1-6-1_S218_L001_Q_28 : 33335: 275.529: 33335: 276.239: 27925: 270.993: 27925: 220.122: 25386: 430.348
