GT0-10-1_S127_L001.singles.fastq:2136
GT0-10-2_S135_L001.singles.fastq:2349
GT0-10-3_S143_L001.singles.fastq:2094
GT0-11-1_S151_L001.singles.fastq:2633
GT0-11-2_S159_L001.singles.fastq:1829
GT0-11-3_S167_L001.singles.fastq:3447
GT0-1-1_S7_L001.singles.fastq:2052
GT0-12-1_S175_L001.singles.fastq:676
GT0-12-2_S183_L001.singles.fastq:2968
GT0-12-3_S191_L001.singles.fastq:2814
GT0-1-2_S15_L001.singles.fastq:2384
GT0-13-1_S104_L001.singles.fastq:2464
GT0-13-2_S112_L001.singles.fastq:1401
GT0-13-3_S120_L001.singles.fastq:3150
GT0-1-3_S23_L001.singles.fastq:2997
GT0-14-1_S128_L001.singles.fastq:3237
GT0-14-2_S136_L001.singles.fastq:1848
GT0-14-3_S144_L001.singles.fastq:2517
GT0-15-1_S152_L001.singles.fastq:2891
GT0-15-2_S160_L001.singles.fastq:1944
GT0-15-3_S168_L001.singles.fastq:4280
GT0-16-1_S176_L001.singles.fastq:4169
GT0-16-2_S184_L001.singles.fastq:4907
GT0-16-3_S192_L001.singles.fastq:1294
GT0-17-1_S199_L001.singles.fastq:3832
GT0-17-2_S207_L001.singles.fastq:4030
GT0-17-3_S215_L001.singles.fastq:2075
GT0-18-1_S223_L001.singles.fastq:1542
GT0-18-2_S231_L001.singles.fastq:1921
GT0-18-3_S239_L001.singles.fastq:3164
GT0-19-1_S247_L001.singles.fastq:3105
GT0-19-2_S255_L001.singles.fastq:2939
GT0-19-3_S263_L001.singles.fastq:4386
GT0-20-1_S271_L001.singles.fastq:2
GT0-20-2_S279_L001.singles.fastq:5798
GT0-20-3_S287_L001.singles.fastq:2808
GT0-21-1_S200_L001.singles.fastq:2406
GT0-21-2_S208_L001.singles.fastq:3276
GT0-21-3_S216_L001.singles.fastq:2352
GT0-2-1_S31_L001.singles.fastq:3922
GT0-22-1_S224_L001.singles.fastq:2598
GT0-22-2_S232_L001.singles.fastq:2248
GT0-22-3_S240_L001.singles.fastq:3859
GT0-2-2_S39_L001.singles.fastq:2428
GT0-23-1_S248_L001.singles.fastq:4615
GT0-23-2_S256_L001.singles.fastq:4228
GT0-23-3_S264_L001.singles.fastq:2806
GT0-2-3_S47_L001.singles.fastq:2556
GT0-24-1_S272_L001.singles.fastq:3353
GT0-24-2_S280_L001.singles.fastq:4020
GT0-24-3_S288_L001.singles.fastq:2865
GT0-3-1_S55_L001.singles.fastq:5032
GT0-3-2_S63_L001.singles.fastq:4127
GT0-3-3_S71_L001.singles.fastq:1968
GT0-4-1_S79_L001.singles.fastq:3637
GT0-4-2_S87_L001.singles.fastq:3880
GT0-4-3_S95_L001.singles.fastq:6944
GT0-5-1_S8_L001.singles.fastq:1393
GT0-5-2_S16_L001.singles.fastq:2892
GT0-5-3_S24_L001.singles.fastq:1975
GT0-6-1_S32_L001.singles.fastq:595
GT0-6-2_S40_L001.singles.fastq:2904
GT0-6-3_S48_L001.singles.fastq:1880
GT0-7-1_S56_L001.singles.fastq:5998
GT0-7-2_S64_L001.singles.fastq:6824
GT0-7-3_S72_L001.singles.fastq:5049
GT0-8-1_S80_L001.singles.fastq:3
GT0-8-2_S88_L001.singles.fastq:4094
GT0-8-3_S96_L001.singles.fastq:1558
GT0-9-1_S103_L001.singles.fastq:2772
GT0-9-2_S111_L001.singles.fastq:2766
GT0-9-3_S119_L001.singles.fastq:2212
GT1-10-1_S219_L001.singles.fastq:2550
GT1-10-2_S227_L001.singles.fastq:5076
GT1-10-3_S235_L001.singles.fastq:7450
GT1-11-1_S243_L001.singles.fastq:472
GT1-11-2_S251_L001.singles.fastq:2986
GT1-11-3_S259_L001.singles.fastq:637
GT1-1-1_S193_L001.singles.fastq:5867
GT1-12-1_S267_L001.singles.fastq:1867
GT1-12-2_S275_L001.singles.fastq:681
GT1-12-3_S283_L001.singles.fastq:3063
GT1-1-2_S201_L001.singles.fastq:4014
GT1-13-1_S196_L001.singles.fastq:1727
GT1-13-2_S204_L001.singles.fastq:1722
GT1-13-3_S212_L001.singles.fastq:3870
GT1-1-3_S209_L001.singles.fastq:2530
GT1-14-1_S220_L001.singles.fastq:3456
GT1-14-2_S228_L001.singles.fastq:1832
